130589	80201			
130589	2645			
130589	92579			
2645	130589			
80201	130589			
2821	2645			
2821	80201			
2821	92579			
2821	92579			
55276	92579			
2821	80201			
2821	2645			
2821	55276			
2821	80201			
55276	80201			
2821	2645			
55276	2645			
55276	2821			
8789	2821			
5214	2821			
230	8789			
230	5214			
7167	230			
26330	5232			
669	5232			
2027	669			
5162	1737			
5162	1738			
1737	1738			
501	131			
222	131			
501	10327			
222	10327			
5315	2027			
8789	2821			
5214	2821			
92483	5315			
5162	5315			
5162	92483			
2645	2821			
80201	2821			
55276	0			
55276	0			
2821	0			
92579	0			
80201	0			
2645	0			
2821	0			
1737	0			
5232	669			
26330	669			
669	5232			
669	669			
5106	2027			
5106	5315			
92483	0			
0	5106			
669	0			
2027	0			
5162	0			
92483	0			
5315	0			
7167	26330			
230	7167			
230	26330			
230	0			
0	26330			
0	7167			
669	669			
84532	501			
84532	222			
84532	1737			
84532	0			
83440	2821			
83440	2821			
130589	83440			
130589	83440			
83440	2821			
83440	2821			
83440	0			
83440	55276			
669	9562			
669	9562			
669	9562			
9562	2027			
9562	0			
5232	0			
669	0			
669	0			
5162	5091			
5162	0			
5091	0			
0	0			
0	0			
0	0			
0	1737			
0	1431			
0	47			
0	0			
0	0			
0	1737			
0	1431			
0	47			
0	0			
0	1737			
0	1431			
0	47			
0	1737			
0	1431			
0	47			
1737	1431			
1737	47			
0	0			
0	4191			
0	47			
0	1431			
0	5091			
0	5106			
0	4191			
0	47			
0	1431			
0	5091			
0	5106			
4191	47			
4191	1431			
4191	5091			
4191	5106			
47	5091			
47	5106			
1431	5091			
1431	5106			
5091	5106			
4191	2271			
2271	0			
2271	0			
2271	6392			
0	0			
0	6392			
0	6392			
6392	8803			
6392	8803			
8803	0			
8803	1743			
8803	0			
8803	1743			
0	1743			
1743	55753			
1743	1738			
1738	55753			
55753	0			
55753	0			
55753	0			
55753	3421			
55753	3418			
0	0			
0	0			
0	3421			
0	3418			
0	0			
0	3421			
0	3418			
0	3421			
0	3418			
3421	3418			
50	3418			
50	3421			
3418	3421			
1431	50			
47	50			
1738	5162			
5162	5162			
1737	5162			
1738	1737			
5106	0			
414328	9104			
5226	25796			
25796	414328			
5226	414328			
25796	2539			
2821	2539			
729020	5226			
22934	5226			
22934	729020			
84076	22934			
64080	22934			
55276	22934			
22934	55276			
5634	22934			
64080	84076			
55276	84076			
84076	55276			
5634	84076			
55276	64080			
64080	55276			
5634	64080			
5634	55276			
5634	55276			
84076	6888			
84076	6888			
84076	2821			
5214	2821			
8789	2821			
84076	5214			
84076	8789			
230	5214			
230	8789			
84076	230			
51071	230			
51071	84076			
64080	51071			
55276	51071			
64080	55276			
2821	0			
2821	0			
5634	0			
5634	0			
5634	0			
0	0			
0	0			
0	0			
230	0			
84076	0			
51071	0			
8789	6888			
5214	6888			
84076	6888			
2821	6888			
84076	729020			
729020	84076			
230	84076			
230	6888			
51071	84076			
51071	6888			
0	84076			
0	6888			
84076	6888			
6888	84076			
25796	9563			
9563	414328			
9563	5226			
2821	9563			
2539	9563			
5226	0			
729020	0			
22934	0			
2539	0			
25796	5226			
5226	414328			
5226	9563			
22934	5226			
729020	5226			
5226	0			
2821	0			
9563	0			
9365	79799			
79799	7358			
7360	7358			
729020	9942			
51181	57016			
9365	0			
9365	0			
0	0			
7358	0			
7360	0			
7360	0			
57016	0			
57016	0			
729020	0			
51084	0			
0	0			
0	9365			
0	0			
0	0			
0	57016			
27294	57016			
27294	0			
9365	10327			
0	10327			
10327	0			
10327	0			
57016	6652			
6652	51181			
10327	51084			
10327	0			
224	0			
57016	6652			
6652	3795			
6652	80201			
3795	80201			
57103	5214			
57103	8789			
57103	4351			
80201	57103			
4351	5214			
80201	5214			
4351	8789			
80201	8789			
80201	4351			
230	8789			
5214	230			
4351	5373			
80201	4351			
80201	5373			
5373	29926			
2762	29926			
7264	2762			
8790	7264			
8790	197258			
7167	230			
7167	230			
3795	230			
2762	0			
0	29926			
0	3795			
0	6652			
0	80201			
0	80201			
0	197258			
57103	0			
80201	0			
4351	0			
8789	0			
5214	0			
0	57016			
0	230			
0	7167			
2717	3938			
2645	3938			
80201	3938			
3938	92579			
2645	2720			
80201	2720			
2720	92579			
55276	7360			
2582	7360			
7360	2592			
7360	2592			
2582	2592			
2582	2592			
2717	2717			
8704	2592			
8704	2582			
2717	2720			
2717	2720			
2717	2720			
2717	2720			
57016	2720			
2717	3938			
2717	3938			
2717	3938			
57016	3938			
57016	2717			
57016	2717			
57016	2717			
57016	2717			
2582	0			
7360	0			
2592	0			
92579	0			
80201	0			
2645	0			
3938	0			
2720	0			
2720	8704			
3938	8704			
2717	8972			
80201	55276			
80201	0			
2645	55276			
2645	0			
92579	55276			
92579	0			
55276	0			
2717	2717			
2717	6476			
2717	8972			
2717	6476			
2592	2584			
130589	0			
130589	2584			
0	2584			
130589	2720			
130589	3938			
130589	2717			
130589	2717			
130589	2717			
130589	2717			
130589	57016			
2717	8972			
2717	6476			
0	0			
0	7358			
0	0			
7358	79799			
55586	79799			
2194	32			
2194	32			
27349	32			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
2194	27349			
2194	27349			
54995	27349			
2194	27349			
54995	27349			
2194	27349			
54995	27349			
2194	27349			
54995	27349			
2194	27349			
54995	27349			
2194	27349			
54995	27349			
54995	27349			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
55301	2194			
54995	2194			
55301	2194			
55301	54995			
55301	2194			
54995	2194			
55301	2194			
55301	54995			
54995	2194			
55301	2194			
54995	2194			
55301	2194			
55301	54995			
54995	2194			
54995	2194			
2194	54995			
54995	2194			
54995	2194			
54995	2194			
32	0			
2194	0			
32	0			
32	0			
2194	0			
2194	0			
27349	0			
27349	0			
0	0			
2194	54995			
54995	2194			
2194	54995			
27349	54995			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
54995	2194			
0	2194			
0	55301			
0	2194			
0	54995			
81616	2194			
2194	0			
81616	0			
0	81616			
0	0			
0	0			
0	0			
0	81616			
0	81616			
0	2194			
0	2194			
0	2194			
0	0			
0	2194			
0	54995			
0	54995			
3033	3032			
3030	3032			
3030	3033			
3030	3030			
51102	3030			
3032	51102			
3033	3032			
3030	3032			
3030	3033			
3030	3030			
51102	3030			
3032	51102			
3033	3032			
3030	3032			
3030	3033			
3030	3030			
51102	3030			
3032	51102			
3030	3032			
3030	3030			
51102	3030			
3032	51102			
3030	3032			
3030	3030			
51102	3030			
3032	51102			
3030	3032			
3030	3030			
51102	3030			
9374	51102			
3032	3033			
3032	3030			
3033	3030			
3030	3030			
3030	51102			
51102	9374			
9374	0			
51144	9200			
9200	9524			
9524	0			
9524	641371			
0	641371			
51144	83401			
641371	0			
39	3033			
3033	3030			
35	3030			
3030	34			
3030	2639			
35	2639			
34	2639			
39	3033			
39	3030			
3032	3030			
3033	3030			
3030	3030			
3030	35			
3030	33			
3030	34			
33	1376			
34	1376			
501	284541			
131	501			
34	39			
34	3032			
35	39			
35	3032			
3032	3033			
33	3032			
35	3032			
34	3032			
3032	3033			
3032	3030			
3030	3030			
3033	3030			
3030	34			
3030	33			
33	3032			
34	3032			
3032	3033			
3032	3030			
3030	3030			
3033	3030			
3030	34			
3030	33			
33	3032			
34	3032			
3032	3033			
3032	3030			
3030	3030			
3033	3030			
3030	34			
3030	33			
33	3032			
34	3032			
3032	3033			
3032	3030			
3030	3030			
3030	3033			
3030	34			
3030	33			
33	3032			
34	3032			
3032	3033			
3032	3030			
3030	3030			
3033	3030			
3030	34			
3030	33			
3030	8310			
2639	8310			
3030	36			
2639	36			
39	36			
3032	36			
39	8310			
3032	8310			
3030	8310			
3030	36			
3030	8310			
3032	36			
3032	8310			
3032	8310			
3030	8310			
3032	8310			
3030	8310			
3032	8310			
3032	8310			
3030	8310			
3030	8310			
1376	8310			
39	0			
81616	0			
81616	0			
81616	0			
3033	0			
0	0			
0	0			
0	0			
0	0			
0	39			
0	39			
0	3032			
0	3032			
0	3032			
0	3032			
0	3032			
0	3032			
0	39			
0	39			
0	3032			
0	3032			
0	3032			
0	3032			
0	3032			
0	3032			
39	3032			
39	3032			
39	3032			
39	3032			
39	3032			
39	3032			
39	3032			
39	3032			
39	3032			
39	3032			
39	3032			
37	3030			
37	1376			
3030	37			
37	3032			
1376	1375			
1375	81616			
54511	622			
54511	64064			
622	64064			
3158	54511			
3158	54511			
54511	39			
39	64064			
3158	39			
3158	39			
3158	64064			
39	0			
3158	0			
54511	0			
39	0			
64064	0			
